timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix),User Mark
1508446739.391207,0.027425,0.037119,0.024113,-0.079413,0.188884,0.135234,0.027402,-0.037110,-0.998935,0.043292,0.052445,0.030246,-9.067963,-14.040682,-42.185932,,,,,,,5
1508446739.411219,0.027438,0.038482,0.027013,0.120794,-0.016116,0.173998,0.027415,-0.038473,-0.998883,-0.008112,-0.013086,-0.013598,-9.057942,-14.027788,-42.192379,,,,,,,5
1508446739.431210,0.027601,0.040141,0.030632,0.036662,0.046578,0.165898,0.027576,-0.040130,-0.998814,0.000119,-0.044022,-0.026623,-9.088356,-14.061516,-42.174610,,,,,,,5
1508446739.451235,0.031631,0.039556,0.033671,-0.077380,0.310061,0.155573,0.031601,-0.039545,-0.998718,0.008728,-0.013143,0.005340,-9.033972,-14.045391,-42.191662,,,,,,,5
1508446739.471252,0.037572,0.037720,0.036459,-0.081506,0.269554,0.111886,0.037537,-0.037711,-0.998583,0.011337,-0.001458,0.025118,-8.863768,-13.965744,-42.254154,,,,,,,5
1508446739.491235,0.041917,0.037298,0.038444,-0.009049,0.167527,0.110277,0.041876,-0.037290,-0.998427,0.016214,-0.000339,-0.004183,-8.670007,-13.891621,-42.318741,,,,,,,5
1508446739.511261,0.041762,0.037514,0.040879,0.013425,-0.102276,0.121971,0.041721,-0.037506,-0.998425,0.000180,0.026489,-0.008548,-8.608641,-13.864315,-42.340218,,,,,,,5
1508446739.531285,0.037811,0.038559,0.043473,0.073106,-0.202176,0.119194,0.037774,-0.038549,-0.998542,-0.036324,0.018301,0.005760,-8.638758,-13.861897,-42.334877,,,,,,,5
1508446739.551297,0.036809,0.039607,0.045378,0.013389,0.058048,0.096538,0.036772,-0.039597,-0.998539,-0.049376,-0.000641,0.012760,-8.902054,-13.899785,-42.267853,,,,,,,5
1508446739.571309,0.038237,0.039301,0.048051,-0.018596,0.075129,0.116517,0.038198,-0.039291,-0.998497,0.033487,0.000228,-0.006004,-8.884305,-13.871058,-42.281021,,,,,,,5
1508446739.591308,0.037246,0.040298,0.047595,0.117110,-0.034158,-0.128401,0.037207,-0.040287,-0.998495,0.042963,-0.042385,-0.081522,-8.893964,-13.862255,-42.281879,,,,,,,5
1508446739.611314,0.014099,0.044967,0.046598,0.334987,-1.728336,-0.026733,0.014084,-0.044952,-0.998890,0.179046,0.010070,-0.199978,-9.171291,-13.980146,-42.183701,,,,,,,5
1508446739.631343,-0.009928,0.050969,0.047557,0.230977,-0.689961,0.093510,-0.009915,-0.050947,-0.998652,-0.064350,-0.085436,0.142329,-10.743916,-14.312162,-41.698349,,,,,,,5
1508446739.651352,-0.010857,0.054167,0.049259,-0.116608,0.426585,0.054219,-0.010841,-0.054140,-0.998474,-0.078606,-0.008726,-0.017044,-11.038183,-14.498079,-41.557026,,,,,,,5
1508446739.671347,0.001168,0.050217,0.050336,-0.241288,0.421552,0.114941,0.001166,-0.050195,-0.998739,-0.019157,0.009393,0.040716,-10.664631,-14.406287,-41.686287,,,,,,,5
1508446739.691377,0.007206,0.048344,0.052098,-0.040950,0.201433,0.083422,0.007198,-0.048325,-0.998806,0.003544,0.038743,0.045910,-10.465584,-14.294688,-41.775059,,,,,,,5
1508446739.711385,0.006189,0.045106,0.051856,-0.007449,-0.284586,-0.065733,0.006183,-0.045091,-0.998964,0.013730,0.018846,-0.005660,-10.218699,-14.063293,-41.914482,,,,,,,5
1508446739.731381,0.002643,0.045278,0.048619,0.020322,-0.052358,-0.182450,0.002640,-0.045262,-0.998972,-0.035340,-0.029872,-0.011069,-10.364009,-14.079965,-41.873184,,,,,,,5
1508446739.751406,0.002577,0.046268,0.046119,-0.023590,0.112680,-0.079407,0.002575,-0.046252,-0.998926,0.000218,-0.012311,0.009699,-10.384308,-14.174695,-41.836182,,,,,,,5
1508446739.771418,0.002941,0.046768,0.045467,0.053057,-0.048643,-0.024595,0.002938,-0.046751,-0.998902,0.054786,-0.072893,-0.035750,-10.324906,-14.180303,-41.848984,,,,,,,5
1508446739.791409,0.004506,0.053080,0.043605,0.054294,0.085838,-0.151190,0.004500,-0.053055,-0.998581,0.046068,-0.110382,-0.023574,-10.347829,-14.217258,-41.830776,,,,,,,5
1508446739.811423,0.008557,0.050811,0.036997,-0.160404,-0.158902,-0.299017,0.008546,-0.050789,-0.998673,-0.061433,0.189506,0.051224,-9.981753,-14.477110,-41.830605,,,,,,,5
1508446739.831451,0.005218,0.050712,0.034682,0.072296,0.141212,-0.110539,0.005212,-0.050690,-0.998701,-0.038644,0.079560,0.036268,-10.102908,-14.450941,-41.810566,,,,,,,5
1508446739.851437,0.017575,0.047028,0.026232,-0.418249,0.560066,-0.403882,0.017555,-0.047011,-0.998740,-0.147102,-0.139345,-0.085763,-9.800362,-14.512223,-41.861324,,,,,,,5
1508446739.871474,0.021699,0.042835,0.024927,-0.011036,0.136513,0.051676,0.021678,-0.042822,-0.998848,0.131856,0.123251,0.127418,-9.315970,-14.253714,-42.060268,,,,,,,5
1508446739.891485,0.027451,0.045156,0.025678,0.145379,0.344646,0.050995,0.027420,-0.045141,-0.998604,-0.042282,-0.029612,-0.027534,-9.290931,-14.248986,-42.067410,,,,,,,5
1508446739.911494,0.034257,0.047247,0.029430,0.040626,0.373109,0.275877,0.034212,-0.047229,-0.998298,-0.050371,-0.001904,-0.042779,-8.940208,-14.384346,-42.097332,,,,,,,5
1508446739.931508,0.039933,0.047963,0.036423,0.034177,0.197063,0.360871,0.039877,-0.047945,-0.998054,-0.001898,0.033129,-0.002938,-8.683004,-14.353944,-42.161495,,,,,,,5
1508446739.951507,0.040441,0.050481,0.041987,0.154847,-0.009593,0.217970,0.040379,-0.050460,-0.997909,-0.011006,0.027526,-0.042038,-8.680965,-14.352606,-42.162369,,,,,,,5
1508446739.971528,0.036352,0.053709,0.044695,0.176559,-0.472092,0.111325,0.036292,-0.053683,-0.997898,0.049295,0.025378,-0.186504,-8.744165,-14.440237,-42.119366,,,,,,,5
1508446739.991541,0.032307,0.056321,0.046681,0.117652,0.160087,0.128353,0.032250,-0.056291,-0.997893,-0.037377,0.047441,0.225249,-9.007282,-14.524834,-42.034748,,,,,,,5
1508446740.011535,0.050214,0.056649,0.048429,-0.042392,1.103245,0.048954,0.050112,-0.056619,-0.997137,-0.060488,-0.017661,0.026541,-8.824267,-14.599540,-42.047684,,,,,,,5
1508446740.031562,0.067490,0.055950,0.047623,-0.007814,0.600233,-0.097011,0.067334,-0.055921,-0.996162,-0.019619,-0.113345,-0.023308,-7.957832,-14.563192,-42.232784,,,,,,,5
1508446740.051573,0.068907,0.057708,0.043685,0.167401,-0.079105,-0.224887,0.068738,-0.057676,-0.995966,-0.054715,-0.048281,0.014033,-7.540376,-14.632832,-42.285282,,,,,,,5
1508446740.071563,0.061086,0.061764,0.042411,0.194745,-0.489154,0.085934,0.060932,-0.061725,-0.996232,0.020092,0.015460,0.045044,-7.749536,-14.821054,-42.181786,,,,,,,5
1508446740.091595,0.052702,0.065029,0.044642,0.164866,-0.267200,0.060301,0.052567,-0.064983,-0.996501,0.118667,0.056332,0.039912,-8.088604,-14.911174,-42.086262,,,,,,,5
1508446740.111607,0.054601,0.067040,0.043802,0.046599,0.294436,-0.054178,0.054451,-0.066990,-0.996267,-0.037529,0.023639,0.015722,-8.219498,-15.051498,-42.010880,,,,,,,5
1508446740.131618,0.065399,0.067449,0.042999,0.028272,0.637687,-0.023192,0.065204,-0.067398,-0.995593,0.033597,-0.057953,-0.031842,-7.825968,-15.081998,-42.075047,,,,,,,5
1508446740.151629,0.076264,0.068017,0.043224,0.024003,0.427579,0.042628,0.076014,-0.067965,-0.994788,0.050863,-0.057493,-0.044214,-7.435246,-15.102613,-42.138462,,,,,,,5
1508446740.171633,0.078410,0.069174,0.044172,0.078577,-0.104689,0.039482,0.078142,-0.069119,-0.994543,0.093931,0.028103,-0.002771,-7.132852,-15.133048,-42.179798,,,,,,,5
1508446740.191651,0.071294,0.070897,0.043255,0.077893,-0.415341,-0.089593,0.071055,-0.070837,-0.994954,0.025686,0.026617,0.041280,-7.284729,-15.188172,-42.133999,,,,,,,5
1508446740.211636,0.066225,0.070938,0.040927,-0.030794,-0.186944,-0.107353,0.066010,-0.070878,-0.995298,0.014953,-0.001296,-0.015932,-7.564895,-15.254504,-42.060600,,,,,,,5
1508446740.231673,0.061858,0.069900,0.039197,-0.042484,-0.267638,-0.096863,0.061668,-0.069843,-0.995650,0.049935,0.003864,-0.017610,-7.745964,-15.235144,-42.034657,,,,,,,5
1508446740.251678,0.056593,0.069182,0.036563,-0.015797,-0.252931,-0.140286,0.056428,-0.069127,-0.996011,-0.024537,-0.002986,0.009301,-7.894907,-15.224600,-42.010757,,,,,,,5
1508446740.271694,0.052292,0.068608,0.035011,-0.038371,-0.200489,-0.032894,0.052145,-0.068554,-0.996284,-0.024557,0.001690,-0.008508,-8.064855,-15.229342,-41.976746,,,,,,,5
1508446740.291707,0.050873,0.067205,0.035722,-0.105728,0.070727,0.048740,0.050736,-0.067154,-0.996452,0.044921,0.025284,0.024681,-8.222513,-15.178270,-41.964657,,,,,,,5
1508446740.311717,0.057289,0.063430,0.036515,-0.257083,0.480779,0.023312,0.057143,-0.063388,-0.996352,0.067323,0.023883,-0.020067,-8.211363,-15.154071,-41.975582,,,,,,,5
1508446740.331728,0.068395,0.056761,0.037288,-0.290050,0.375653,0.029348,0.068232,-0.056731,-0.996055,0.077780,0.008910,-0.055062,-7.656717,-14.832520,-42.194706,,,,,,,5
1508446740.351741,0.069612,0.052012,0.038400,-0.235519,-0.120447,0.040071,0.069462,-0.051988,-0.996229,0.094356,-0.042570,-0.034121,-7.412076,-14.545473,-42.338070,,,,,,,5
1508446740.371734,0.067846,0.051019,0.039098,-0.240742,-0.258570,0.030339,0.067706,-0.050997,-0.996401,-0.026050,-0.098081,0.032061,-7.410128,-14.550312,-42.336746,,,,,,,5
1508446740.391761,0.066899,0.046336,0.041001,-0.226162,0.085926,0.118029,0.066778,-0.046320,-0.996692,-0.129690,-0.074972,0.134906,-7.599309,-14.338333,-42.375519,,,,,,,5
1508446740.411774,0.064195,0.043469,0.043661,-0.096045,-0.261612,0.093287,0.064090,-0.043455,-0.996998,-0.129230,0.032545,-0.018307,-7.664173,-14.106385,-42.441635,,,,,,,5
