timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix),User Mark
1508446915.950144,-1.859093,1.516112,2.993073,-3.966757,1.093550,0.450362,-0.052402,-0.998505,0.015540,0.074634,0.239380,0.198861,-20.603624,-27.031130,-0.163874,,,,,,,5
1508446915.970156,-0.894421,1.485312,2.036623,-3.088587,0.225459,0.839198,-0.066583,-0.996348,-0.053445,0.399988,0.275966,0.231317,-20.920105,-26.677572,-2.423723,,,,,,,5
1508446915.990166,-0.672873,1.433412,1.812469,-2.538182,-0.127034,0.979762,-0.085354,-0.990578,-0.107102,0.559154,0.299782,0.341675,-21.268652,-26.265467,-3.603881,,,,,,,5
1508446916.010180,-0.593761,1.383380,1.733627,-2.313604,0.218989,0.928640,-0.104243,-0.982489,-0.154431,0.543452,0.352911,0.415448,-21.903513,-25.466455,-5.187855,,,,,,,5
1508446916.030167,-0.539015,1.338517,1.689386,-2.008002,0.790812,0.753783,-0.118157,-0.973144,-0.197558,0.337747,0.390426,0.465700,-22.206999,-24.982784,-6.158558,,,,,,,5
1508446916.050196,-0.495437,1.301661,1.667043,-1.570403,1.291523,0.617227,-0.126412,-0.964001,-0.233927,0.194558,0.384396,0.513254,-22.408762,-24.529800,-7.166197,,,,,,,5
1508446916.070214,-0.442582,1.273049,1.649829,-1.312609,2.193216,0.287837,-0.125642,-0.956000,-0.265101,-0.115066,0.465048,0.696818,-22.466913,-23.769020,-9.246057,,,,,,,5
1508446916.090226,-0.353014,1.249677,1.615751,-1.251545,3.177296,-0.207086,-0.109121,-0.948883,-0.296165,-0.293589,0.505218,0.718757,-22.156691,-23.521982,-10.536392,,,,,,,5
1508446916.110237,-0.245870,1.230402,1.572116,-1.025390,3.203912,-0.459673,-0.081262,-0.942623,-0.323819,-0.365134,0.509609,0.709332,-21.551277,-23.376745,-12.012003,,,,,,,5
1508446916.130250,-0.159314,1.217301,1.534974,-0.568027,2.146534,-0.492898,-0.054918,-0.938169,-0.341795,-0.124953,0.590085,0.646025,-20.033297,-23.273451,-14.568172,,,,,,,5
1508446916.150262,-0.119533,1.214635,1.513772,0.032943,0.138451,-0.177486,-0.041580,-0.937242,-0.346191,0.178085,0.567735,0.551254,-19.481251,-23.319260,-15.228624,,,,,,,5
1508446916.170274,-0.160683,1.223437,1.528712,0.765663,-2.216179,0.396420,-0.054464,-0.940275,-0.336031,0.294912,0.573972,0.453539,-19.390110,-23.377956,-15.254932,,,,,,,5
1508446916.190264,-0.272590,1.245426,1.578941,1.510267,-3.555525,0.581495,-0.086061,-0.947533,-0.307856,0.647050,0.555000,0.047801,-20.701580,-23.496008,-13.213642,,,,,,,5
1508446916.210297,-0.380624,1.274834,1.629559,1.562853,-2.387923,0.011045,-0.108352,-0.956522,-0.270788,0.886093,0.320902,-0.472666,-21.689550,-23.719725,-11.052427,,,,,,,5
1508446916.230298,-0.392763,1.284865,1.626814,-0.344964,-0.081316,-0.239170,-0.107953,-0.959399,-0.260574,0.392728,-0.740399,-1.624787,-21.904249,-23.951618,-10.086727,,,,,,,5
1508446916.250324,-0.372744,1.286282,1.609818,0.515166,0.431194,-0.279596,-0.102220,-0.959798,-0.261417,-0.407790,-0.678050,-0.707669,-21.763731,-24.041531,-10.176591,,,,,,,5
1508446916.270333,-0.371551,1.307273,1.625306,1.112997,0.807681,-0.068881,-0.094572,-0.965478,-0.242710,-0.404879,-0.377417,-0.462154,-21.504293,-24.327873,-10.046795,,,,,,,5
1508446916.290327,-0.411492,1.326893,1.670614,1.275828,-0.125112,0.240534,-0.096591,-0.970403,-0.221333,-0.169308,0.223317,-0.224650,-21.430809,-24.477591,-9.837996,,,,,,,5
1508446916.310357,-0.490219,1.358048,1.753548,2.099958,0.392322,0.083757,-0.099412,-0.977454,-0.186280,0.011048,0.452903,0.569489,-21.561371,-24.720276,-8.901318,,,,,,,5
1508446916.330369,-0.595195,1.398866,1.864495,2.360674,-0.186982,-0.275477,-0.095922,-0.985256,-0.141664,0.041127,0.079769,0.934099,-21.477222,-25.118263,-7.938504,,,,,,,5
1508446916.350379,-0.788545,1.441733,2.051663,2.546971,-0.526619,-0.159204,-0.091294,-0.991683,-0.090721,-0.104705,-0.650804,0.827141,-21.391411,-25.492760,-6.909764,,,,,,,5
